bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,6,6,2,terraced duplex,Gwarinpa,Abuja,55500000
2,2,3,2,block of flats,Lekki,Lagos,65000000
3,3,4,,detached bungalow,Lekki,Lagos,12000000
5,5,5,3,detached duplex,Ajah,Lagos,130000000
4,,,,terraced duplex,Ikoyi,Lagos,380000000
3,3,4,6,semi-detached bungalow,Ibeju Lekki,Lagos,25000000
5,6,7,4,detached duplex,Magodo,Lagos,150000000
4,4,5,3,detached duplex,Lekki,Lagos,195000000
2,3,3,3,block of flats,Victoria Island (VI),Lagos,109000000
5,5,6,,detached duplex,Ajah,Lagos,75000000
5,5,6,4,detached duplex,Guzape District,Abuja,160000000
4,4,5,2,detached duplex,Lekki,Lagos,75000000
4,,,,detached duplex,Gbagada,Lagos,130000000
6,6,7,10,detached duplex,Lekki,Lagos,800000000
5,5,6,5,detached duplex,Lekki,Lagos,250000000
7,7,8,,house,Maitama District,Abuja,1700000000
4,,5,,house,Ibadan,Oyo,55000000
4,,5,3,semi-detached duplex,Lekki,Lagos,120000000
4,4,5,2,terraced duplex,Lekki,Lagos,75000000
5,6,6,6,detached duplex,Alimosho,Lagos,68000000
4,4,6,3,semi-detached duplex,Ajah,Lagos,43000000
3,3,4,2,terraced duplex,Lekki,Lagos,44000000
6,6,7,10,detached duplex,Alimosho,Lagos,55000000
6,7,7,5,detached duplex,Alimosho,Lagos,55000000
3,4,4,4,block of flats,Life Camp,Abuja,30000000
4,4,5,3,detached duplex,Ajah,Lagos,115000000
5,5,6,4,detached duplex,Lekki,Lagos,130000000
4,,5,,house,Ibadan,Oyo,65000000
5,5,6,3,detached duplex,Lekki,Lagos,350000000
2,,,,terraced duplex,Karsana,Abuja,50000000
4,4,5,4,detached duplex,Magodo,Lagos,115000000000
5,5,6,5,detached duplex,Lekki,Lagos,370000000
2,2,3,,house,Katampe,Abuja,26000000
35,35,42,16,3 terraced duplex,Ikeja,Lagos,1120000000
4,4,5,,terraced duplex,Lekki,Lagos,150000000
3,3,4,,detached bungalow,Gwarinpa,Abuja,55000000
2,2,3,,house,Ikoyi,Lagos,170000000
4,4,5,,detached duplex,Lekki,Lagos,160000000
4,4,5,,semi-detached duplex,Lekki,Lagos,180000000
5,5,6,,detached duplex,Lekki,Lagos,235000000
4,4,5,,terraced duplex,Lekki,Lagos,130000000
6,8,8,7,detached duplex,Ajah,Lagos,70000000
5,5,6,,detached duplex,Ikoyi,Lagos,950000000
4,4,5,,detached duplex,Lekki,Lagos,180000000
3,4,4,,block of flats,Ikoyi,Lagos,3000000000
5,5,6,,detached duplex,Lekki,Lagos,250000000
4,4,5,,detached duplex,Lekki,Lagos,190000000
4,4,,,detached duplex,Lekki,Lagos,165000000
2,2,3,3,detached bungalow,Ibeju Lekki,Lagos,5000000
5,5,6,8,detached duplex,Magodo,Lagos,185000000
3,3,4,,detached bungalow,Lokogoma District,Abuja,54000000
4,4,5,4,semi-detached duplex,Magodo,Lagos,145000000
5,5,6,5,detached duplex,Ogudu,Lagos,200000000
6,7,7,5,detached duplex,Maitama District,Abuja,1140000000
4,4,5,4,detached duplex,Ajah,Lagos,45000000
5,6,6,5,semi-detached duplex,Asokoro District,Abuja,230000000
5,5,5,,house,Lekki,Lagos,350000000
5,5,5,,detached duplex,Ajah,Lagos,75000000
4,5,5,,semi-detached duplex,Lekki,Lagos,90000000
4,5,5,,detached duplex,Ajah,Lagos,75000000
4,4,5,4,house,Victoria Island (VI),Lagos,350000000
4,5,5,,detached duplex,Lekki,Lagos,95000000
,,,,Block of flats,Ikoyi,Lagos,15000000000
7,8,8,5,detached duplex,Jahi,Abuja,85000000
5,5,6,,detached duplex,Utako,Abuja,2200000000
3,3,4,,block of flats,Katampe,Abuja,1800000000
9,10,12,,detached duplex,Maitama District,Abuja,1800000000
6,6,7,20,detached duplex,Asokoro District,Abuja,1000000000
9,14,15,,detached duplex,Guzape District,Abuja,1100000000
3,2,2,,block of flats,Surulere,Lagos,60000000
4,4,5,4,semi-detached duplex,Ipaja,Lagos,65000000
4,5,5,3,terraced duplex,Lekki,Lagos,130000000
5,6,6,,detached duplex,Ikeja,Lagos,100000000
2,2,3,2,block of flats,Lekki,Lagos,40000000
5,5,5,3,semi-detached duplex,Magboro,Ogun,100000000
5,,,,detached duplex,Ajah,Lagos,120000000
4,5,5,6,detached duplex,Port Harcourt,Rivers,92000000
5,6,6,13,detached duplex,Port Harcourt,Rivers,155000000
4,5,5,9,detached duplex,Port Harcourt,Rivers,110000000
6,6,7,10,detached duplex,Lekki,Lagos,800000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,390000000
5,5,6,,semi-detached duplex,Lekki,Lagos,70000000
4,4,5,,terraced duplex,Lekki,Lagos,75000000
5,5,6,,detached duplex,Ikoyi,Lagos,1300000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
4,5,5,3,terraced duplex,Lekki,Lagos,80000000
4,5,5,4,detached duplex,Ajah,Lagos,125000000
4,4,5,,detached duplex,Ajah,Lagos,55000000
4,4,5,,semi-detached duplex,Lekki,Lagos,95000000
4,5,6,3,terraced duplex,Ojodu,Lagos,53000000
5,4,4,5,detached duplex,Ajah,Lagos,75000000
5,5,6,,detached duplex,Port Harcourt,Rivers,70000000
3,3,4,,block of flats,Life Camp,Abuja,40000000
3,3,4,,block of flats,Jabi,Abuja,2500000000
5,5,6,,detached duplex,Port Harcourt,Rivers,130000000
5,5,6,,detached duplex,Port Harcourt,Rivers,75000000
6,6,7,,detached duplex,Gwarinpa,Abuja,150000000
4,4,5,,detached duplex,Port Harcourt,Rivers,45000000
5,,6,,detached duplex,Port Harcourt,Rivers,180000000
,,,,Block of flats,Port Harcourt,Rivers,45000000
4,,5,,detached bungalow,Port Harcourt,Rivers,22000000
4,,5,,terraced duplex,Port Harcourt,Rivers,61000000
5,,6,,detached duplex,Port Harcourt,Rivers,250000000
4,5,5,,detached duplex,Port Harcourt,Rivers,100000000
5,6,6,,detached duplex,Port Harcourt,Rivers,90000000
3,3,4,2,terraced duplex,Ikoyi,Lagos,350000000
5,,5,,detached bungalow,Port Harcourt,Rivers,9500000
6,,7,,detached bungalow,Port Harcourt,Rivers,22000000
3,4,4,,terraced duplex,Port Harcourt,Rivers,65000000
5,5,6,,detached duplex,Port Harcourt,Rivers,130000000
4,5,5,,detached duplex,Port Harcourt,Rivers,40000000
5,5,6,,detached duplex,Port Harcourt,Rivers,120000000
4,4,5,,detached bungalow,Port Harcourt,Rivers,26000000
4,5,5,,detached duplex,Port Harcourt,Rivers,45000000
5,6,6,,detached duplex,Lekki,Lagos,250000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,70000000
5,5,6,4,detached duplex,Lekki,Lagos,150000000
5,5,6,10,detached duplex,Lekki,Lagos,600000000
5,5,6,10,detached duplex,Lekki,Lagos,400000000
5,5,6,4,detached duplex,Lekki,Lagos,250000000
6,6,7,7,detached duplex,Lekki,Lagos,750000000
4,4,5,41,semi-detached duplex,Lekki,Lagos,110000000
4,4,6,3,semi-detached duplex,Ajah,Lagos,43000000
5,5,6,5,semi-detached duplex,Lekki,Lagos,350000000
5,5,6,4,semi-detached duplex,Lekki,Lagos,140000000
4,5,5,5,terraced duplex,Ikeja,Lagos,125000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,80000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,60000000
5,5,6,3,detached duplex,Lekki,Lagos,75000000
3,3,4,,house,Ikotun,Lagos,17000000
4,4,5,2,terraced duplex,Ajah,Lagos,52000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,380000000
5,5,6,5,detached duplex,Lekki,Lagos,520000000
5,5,6,,house,Lekki,Lagos,450000000
5,5,6,,semi-detached duplex,Lekki,Lagos,400000000
4,4,5,,detached duplex,Ikoyi,Lagos,250000000
,,,,Block of flats,Ikeja,Lagos,95000000
4,,,,detached duplex,Victoria Island (VI),Lagos,360000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,170000000
3,3,4,2,terraced duplex,Lekki,Lagos,35000000
5,6,6,5,detached duplex,Lekki,Lagos,370000000
4,4,5,,detached duplex,Ajah,Lagos,60000000
4,4,5,,detached duplex,Ajah,Lagos,175000000
5,5,6,,detached duplex,Lekki,Lagos,150000000
5,,6,,detached duplex,Ikoyi,Lagos,1100000000
5,,6,,detached duplex,Lekki,Lagos,450000000
7,7,8,,detached duplex,Ibadan,Oyo,50000000
4,5,5,6,detached duplex,Katampe,Abuja,320000000
5,6,6,8,house,Karsana,Abuja,160000000
4,5,5,4,terraced duplex,Katampe,Abuja,95000000
3,4,4,6,detached bungalow,Gwarinpa,Abuja,75000000
5,5,6,6,detached duplex,Ikeja,Lagos,250000000
5,5,6,,detached duplex,Lekki,Lagos,130000000
6,6,7,5,detached duplex,Ikoyi,Lagos,1600000000
5,5,6,8,detached duplex,Lekki,Lagos,380000000
4,4,5,3,detached duplex,Lekki,Lagos,83000000
4,4,5,4,semi-detached duplex,Magodo,Lagos,150000000
5,5,6,5,detached duplex,Magodo,Lagos,180000000
5,6,6,4,terraced duplex,Wuye,Abuja,150000000
4,4,5,4,detached duplex,Lekki,Lagos,85000000
5,5,6,5,detached duplex,Lekki,Lagos,360000000
5,5,,,detached duplex,Ajah,Lagos,130000000
4,4,,,terraced duplex,Ikeja,Lagos,150000000
4,4,5,5,detached duplex,Lekki,Lagos,140000000
4,5,6,3,semi-detached duplex,Lekki,Lagos,85000000
5,6,7,4,detached duplex,Ajah,Lagos,82000000
4,5,6,5,semi-detached duplex,Lekki,Lagos,75000000
2,2,3,2,terraced duplex,Lekki,Lagos,45000000
4,5,6,4,detached duplex,Lekki,Lagos,100000000
5,7,8,7,detached duplex,Lekki,Lagos,350000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,,terraced duplex,Gwarinpa,Abuja,50000000
5,5,5,600,semi-detached bungalow,Lekki,Lagos,85000000
5,,,,semi-detached duplex,Apo,Abuja,130000000
12,12,14,,1 semi-detached duplex,Life Camp,Abuja,600000000
5,,6,7,detached duplex,Karsana,Abuja,200000000
5,,,,detached duplex,Lekki,Lagos,600000000
5,,,,semi-detached duplex,Ikoyi,Lagos,270000000
5,5,5,6,semi-detached duplex,Lekki,Lagos,420000000
4,4,5,4,house,Lekki,Lagos,150000000
5,5,6,10,detached duplex,Lekki,Lagos,200000000
4,,,,terraced duplex,Ikoyi,Lagos,450000000
5,,6,,house,Guzape District,Abuja,450000000
3,3,4,4,semi-detached bungalow,Kubwa,Abuja,37000000
3,3,3,2,terraced duplex,Ajah,Lagos,45000000
5,5,6,10,detached duplex,Lekki,Lagos,350000000
4,4,5,8,semi-detached bungalow,Lekki,Lagos,45000000
5,5,5,5,detached duplex,Lekki,Lagos,350000000
5,6,6,3,terraced duplex,Gwarinpa,Abuja,55500000
5,6,7,,detached duplex,Maitama District,Abuja,375000000
4,5,6,,semi-detached duplex,Maitama District,Abuja,288000000
4,5,6,,terraced duplex,Maitama District,Abuja,200000000
5,6,6,,detached duplex,Ajah,Lagos,64000000
2,3,3,,terraced duplex,Ajah,Lagos,35000000
4,4,5,3,detached duplex,Ajah,Lagos,100000000
,,,,Block of flats,Ketu,Lagos,55000000
5,5,6,,detached duplex,Ajah,Lagos,120000000
4,4,,,semi-detached duplex,Lekki,Lagos,80000000
,,,,Block of flats,Lekki,Lagos,150000000
5,6,6,4,detached duplex,Lekki,Lagos,190000000
3,4,4,3,block of flats,Dakibiyu,Abuja,35000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,75000000
5,5,6,,detached duplex,Lekki,Lagos,250000000
6,6,7,,house,Victoria Island (VI),Lagos,550000000
5,5,6,2,detached duplex,Lekki,Lagos,145000000
3,3,4,2,semi-detached duplex,Ajah,Lagos,42000000
2,2,2,2,semi-detached duplex,Lekki,Lagos,60000000
4,4,5,,detached duplex,Lekki,Lagos,110000000
3,5,5,2,terraced duplex,Lekki,Lagos,49500000
4,6,6,2,terraced duplex,Lekki,Lagos,66500000
5,5,6,,semi-detached duplex,Lekki,Lagos,170000000
5,5,6,6,semi-detached duplex,Ikorodu,Lagos,35000000
4,4,5,,semi-detached duplex,Lekki,Lagos,105000000
4,4,5,6,detached bungalow,Ibadan,Oyo,27000000
5,7,7,,detached duplex,Ajah,Lagos,120000000
5,5,6,,detached duplex,Lekki,Lagos,135000000
3,4,4,3,block of flats,Apo,Abuja,45000000
5,5,6,5,semi-detached duplex,Lekki,Lagos,230000000
6,,,,detached duplex,Guzape District,Abuja,500000000
4,4,5,,semi-detached duplex,Lekki,Lagos,120000000
4,5,5,,detached duplex,Ajah,Lagos,90000000
4,4,5,2,terraced duplex,Lekki,Lagos,60000000
4,4,5,2,terraced duplex,Lekki,Lagos,60000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,120000000
5,6,7,8,detached duplex,Lekki,Lagos,600000000
4,4,5,2,terraced duplex,Lekki,Lagos,115000000
4,4,5,3,detached bungalow,Ajah,Lagos,40000000
4,4,5,,detached duplex,Ajah,Lagos,250000000
5,5,6,15,detached duplex,Lekki,Lagos,280000000
4,,,,semi-detached duplex,Lekki,Lagos,105000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,95000000
3,3,3,,detached bungalow,Ibadan,Oyo,12000000
4,4,5,6,semi-detached duplex,Magodo,Lagos,130000000
4,4,5,,semi-detached duplex,Lekki,Lagos,130000000
5,5,5,3,detached duplex,Ajah,Lagos,75000000
4,4,5,4,semi-detached duplex,Magodo,Lagos,110000000
4,4,5,4,terraced duplex,Ikoyi,Lagos,450000000
4,4,,2,terraced duplex,Life Camp,Abuja,85000000
4,4,5,3,terraced duplex,Ogudu,Lagos,150000000
4,,,,terraced duplex,Ojodu,Lagos,75000000
4,4,5,3,terraced duplex,Lekki,Lagos,85000000
3,3,4,3,terraced duplex,Ajah,Lagos,60000000
5,5,6,2,detached duplex,Ajah,Lagos,75000000
3,3,4,3,terraced duplex,Ajah,Lagos,30000000
4,4,5,4,terraced duplex,Karmo,Abuja,90000000
5,6,6,7,detached duplex,Apo,Abuja,85000000
3,3,4,3,terraced duplex,Ajah,Lagos,60000000
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,6,6,4,detached duplex,Apo,Abuja,90000000
4,5,5,,house,Kuje,Abuja,50000000
5,5,6,,semi-detached duplex,Lekki,Lagos,360000000
5,,6,,detached duplex,Katampe,Abuja,350000000
6,6,7,5,detached duplex,Victoria Island (VI),Lagos,650000000
3,3,3,,semi-detached duplex,Gbagada,Lagos,60000000
5,5,6,,detached duplex,Lekki,Lagos,190000000
4,,,,semi-detached duplex,Lekki,Lagos,100000000
4,,,,detached duplex,Lekki,Lagos,105000000
5,,,,detached duplex,Lekki,Lagos,350000000
4,4,5,3,semi-detached duplex,Central Business District,Abuja,10000000
5,5,6,20,detached duplex,Ajah,Lagos,68000000
5,5,6,,detached duplex,Lekki,Lagos,100000000
4,4,5,,terraced duplex,Ajah,Lagos,47000000
3,3,4,,terraced duplex,Ajah,Lagos,50000000
4,4,5,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,,terraced duplex,Ikoyi,Lagos,420000000
4,4,5,,terraced duplex,Lekki,Lagos,90000000
4,4,5,,terraced duplex,Lekki,Lagos,65000000
3,3,4,,semi-detached bungalow,Ajah,Lagos,25000000
9,,10,,house,Magodo,Lagos,275000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,160000000
4,4,5,3,terraced duplex,Ajah,Lagos,180000000
3,3,4,,house,Ibeju Lekki,Lagos,27000000
5,5,5,,detached duplex,Lekki,Lagos,130000000
2,2,3,,house,Lekki,Lagos,50500000
2,2,3,,block of flats,Kubwa,Abuja,120000000
4,4,5,,terraced duplex,Katampe,Abuja,450000000
3,3,4,,terraced duplex,Life Camp,Abuja,26000000
2,2,3,,block of flats,Victoria Island (VI),Lagos,230000000
2,2,3,8,block of flats,Port Harcourt,Rivers,50000000
3,3,4,,detached bungalow,Port Harcourt,Rivers,27000000
2,2,3,,detached bungalow,Port Harcourt,Rivers,12000000
15,3,4,7,1 detached bungalow,Ojo,Lagos,15000000
4,4,5,3,detached duplex,Ajah,Lagos,150000000
4,4,5,5,detached duplex,Ikeja,Lagos,245000000
4,4,5,4,semi-detached duplex,Ikeja,Lagos,125000000
4,4,4,,semi-detached duplex,Kado,Abuja,160000000
3,3,4,2,block of flats,Lekki,Lagos,27000000
9,3,3,3,detached bungalow,Surulere,Lagos,40000000
5,6,6,3,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
7,7,7,4,block of flats,Surulere,Lagos,70000000
4,4,5,,detached duplex,Lekki,Lagos,200000000
4,4,5,2,terraced duplex,Ikoyi,Lagos,250000000
4,4,5,2,terraced duplex,Lekki,Lagos,80000000
5,6,7,5,detached duplex,Lekki,Lagos,115000000
4,,5,,semi-detached duplex,Lekki,Lagos,75000000
4,4,4,4,house,Victoria Island (VI),Lagos,300000000
3,3,4,8,detached bungalow,Ibeju Lekki,Lagos,28000000
4,4,5,,semi-detached duplex,Mbora (Nbora),Abuja,85000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,120000000
,,2,2,block of flats,Lekki,Lagos,75000000
4,4,5,2,terraced duplex,Lekki,Lagos,190000000
4,4,5,,house,Lekki,Lagos,115000000
5,5,6,3,detached duplex,Lekki,Lagos,280000000
6,6,7,,detached duplex,Guzape District,Abuja,250000000
5,5,6,,terraced duplex,Guzape District,Abuja,125000000
4,4,5,,terraced duplex,Ajah,Lagos,47000000
4,4,5,4,detached duplex,Lekki,Lagos,130000000
4,4,4,,terraced duplex,Life Camp,Abuja,40000000
3,3,4,,detached bungalow,Lokogoma District,Abuja,35000000
9,,10,,house,Magodo,Lagos,275000000
4,4,5,3,terraced duplex,Lekki,Lagos,68000000
5,5,6,6,detached duplex,Ikoyi,Lagos,1600000000
5,5,6,6,detached duplex,Ikoyi,Lagos,1800000000
12,12,12,8,1 detached bungalow,Alimosho,Lagos,23500000
5,5,6,,detached duplex,Magodo,Lagos,145000000
4,4,5,2,detached duplex,Lekki,Lagos,95000000
6,6,7,,detached duplex,Port Harcourt,Rivers,140000000
4,4,5,2,terraced duplex,Jabi,Abuja,180000000
5,5,6,,detached duplex,Ibeju Lekki,Lagos,200000000
4,5,5,6,terraced duplex,Ajah,Lagos,47000000
,,,,Block of flats,Ikoyi,Lagos,670000000
5,8,9,6,detached duplex,Ikoyi,Lagos,450000000
5,5,6,5,detached duplex,Ajah,Lagos,95000000
4,5,5,,detached duplex,Lekki,Lagos,110000000
4,5,5,,semi-detached duplex,Lekki,Lagos,105000000
4,,,,house,Ikeja,Lagos,130000000
4,5,5,,semi-detached duplex,Ajah,Lagos,160000000
4,,,,house,Jabi,Abuja,180000000
5,5,6,4,detached duplex,Lekki,Lagos,250000000
5,5,6,4,detached duplex,Lekki,Lagos,180000000
5,5,6,,house,Ikeja,Lagos,250000000
4,4,5,,semi-detached duplex,Life Camp,Abuja,110000000
5,5,6,4,block of flats,Ikoyi,Lagos,580000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,450000000
4,4,5,4,detached duplex,Lekki,Lagos,250000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,140000000
5,5,6,,detached duplex,Ikoyi,Lagos,650000000
4,4,5,2,detached duplex,Ikoyi,Lagos,750000000
4,4,5,4,semi-detached duplex,Ikoyi,Lagos,270000000
5,5,6,5,detached duplex,Ikoyi,Lagos,850000000
5,5,6,5,detached duplex,Ikoyi,Lagos,1900000000
5,5,6,5,semi-detached duplex,Ikoyi,Lagos,450000000
6,6,7,4,detached duplex,Ikoyi,Lagos,450000000
5,5,6,4,terraced duplex,Ikoyi,Lagos,350000000
4,4,5,4,terraced duplex,Ikoyi,Lagos,280000000
5,5,6,5,detached duplex,Ikoyi,Lagos,270000000
6,6,7,10,detached duplex,Ikoyi,Lagos,2000000000
4,4,5,3,semi-detached duplex,Ikoyi,Lagos,400000000
4,4,5,3,detached bungalow,Ajah,Lagos,40000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,220000000
4,4,5,2,block of flats,Ikoyi,Lagos,290000000
4,4,5,3,detached duplex,Ikoyi,Lagos,450000000
4,4,5,4,terraced duplex,Lekki,Lagos,65000000
4,4,5,5,semi-detached duplex,Lekki,Lagos,95000000
4,4,4,,semi-detached duplex,Lekki,Lagos,155000000
4,4,4,4,detached bungalow,Enugu,Enugu,30000000
4,4,5,10,detached duplex,Enugu,Enugu,45000000
6,6,7,30,detached duplex,Enugu,Enugu,300000000
5,5,6,8,detached duplex,Enugu,Enugu,45000000
3,3,4,4,detached bungalow,Enugu,Enugu,40000000
4,4,5,4,semi-detached duplex,Enugu,Enugu,65000000
4,4,5,,terraced duplex,Ojodu,Lagos,75000000
,20,24,8,Block of flats,Enugu,Enugu,55000000
4,4,5,3,terraced duplex,Lekki,Lagos,63000000
4,4,5,3,terraced duplex,Lekki,Lagos,65000000
4,,,,terraced duplex,Ajah,Lagos,59500000
5,5,5,4,detached duplex,Lekki,Lagos,200000000
5,5,6,4,semi-detached duplex,Magodo,Lagos,110000000
5,5,5,3,detached duplex,Lekki,Lagos,280000000
4,5,5,10,terraced duplex,Gwarinpa,Abuja,60000000
4,4,5,4,semi-detached duplex,Ajah,Lagos,170000000
4,4,5,,detached duplex,Lekki,Lagos,100000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,115000000
4,4,5,4,detached duplex,Lekki,Lagos,120000000
3,3,3,3,terraced duplex,Ajah,Lagos,45000000
5,5,5,4,semi-detached duplex,Lekki,Lagos,160000000
5,5,6,4,detached duplex,Lekki,Lagos,400000000
4,4,5,,semi-detached duplex,Lekki,Lagos,65000000
5,5,6,,detached duplex,Lekki,Lagos,330000000
5,5,6,,detached duplex,Ikoyi,Lagos,900000000
5,,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,5,semi-detached duplex,Ajah,Lagos,150000000
5,5,6,7,detached duplex,Lekki,Lagos,250000000
5,5,6,,detached duplex,Lekki,Lagos,400000000
5,5,6,,detached duplex,Lekki,Lagos,650000000
5,5,6,,detached duplex,Ajah,Lagos,100000000
4,4,5,,terraced duplex,Lekki,Lagos,100000000
4,4,5,,detached duplex,Lekki,Lagos,120000000
4,4,5,,semi-detached duplex,Victoria Island (VI),Lagos,300000000
4,4,4,4,detached duplex,Lekki,Lagos,110000000
4,4,5,,terraced duplex,Ikeja,Lagos,250000000
4,4,4,4,semi-detached duplex,Lekki,Lagos,105000000
4,4,4,4,semi-detached duplex,Ajah,Lagos,160000000
4,4,4,,terraced duplex,Katampe,Abuja,95000000
4,,,,detached duplex,Lekki,Lagos,220000000
4,,,,semi-detached duplex,Lekki,Lagos,50000000
4,,5,,semi-detached duplex,Lekki,Lagos,190000000
3,3,4,3,terraced duplex,Lekki,Lagos,85000000
4,4,5,2,terraced duplex,Lekki,Lagos,88000000
4,4,5,2,terraced duplex,Lekki,Lagos,90000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,4,semi-detached duplex,Ikoyi,Lagos,550000000
3,3,4,2,terraced duplex,Ajah,Lagos,54000000
3,3,4,2,terraced duplex,Ajah,Lagos,45000000
5,5,6,4,detached duplex,Lekki,Lagos,120000000
5,6,7,6,detached duplex,Lekki,Lagos,450000000
4,4,5,,terraced duplex,Ajah,Lagos,45000000
4,5,5,,detached duplex,Victoria Island (VI),Lagos,245000000
3,4,4,,detached bungalow,Akure,Ondo,29500000
4,4,5,2,terraced duplex,Ajah,Lagos,55000000
4,5,5,5,detached duplex,Lekki,Lagos,85000000
5,,7,,detached duplex,Gwarinpa,Abuja,290000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,85000000
5,,,,detached duplex,Ajah,Lagos,75000000
4,,,,terraced duplex,Lekki,Lagos,55000000
5,5,6,3,detached duplex,Ajah,Lagos,75000000
5,4,6,3,terraced duplex,Lekki,Lagos,150000000
4,4,5,4,detached duplex,Lekki,Lagos,130000000
4,4,5,3,terraced duplex,Lekki,Lagos,70000000
4,4,4,4,semi-detached duplex,Lekki,Lagos,155000000
4,4,5,,terraced duplex,Gbagada,Lagos,85000000
6,7,8,5,detached duplex,Lekki,Lagos,550000000
4,4,5,3,detached duplex,Lekki,Lagos,140000000
3,2,2,6,detached bungalow,Ifako-Ijaiye,Lagos,22000000
4,4,5,2,terraced duplex,Lekki,Lagos,170000000
4,,5,,house,Ikeja,Lagos,70000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,260000000
4,,5,,house,Ikeja,Lagos,140000000
5,,6,,house,Katampe,Abuja,405000000
5,5,6,5,detached duplex,Lekki,Lagos,185000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,95000000
3,3,4,2,semi-detached duplex,Ajah,Lagos,42000000
5,5,6,5,detached duplex,Lekki,Lagos,190000000
5,5,6,6,semi-detached duplex,Lekki,Lagos,360000000
3,3,3,3,semi-detached duplex,Ajah,Lagos,55000000
5,5,6,6,detached duplex,Lekki,Lagos,190000000
4,4,4,,detached duplex,Ajah,Lagos,50000000
5,6,6,,detached duplex,Lekki,Lagos,105000000
4,,,,detached duplex,Ajah,Lagos,235000000
3,4,4,3,block of flats,Jahi,Abuja,55000000
3,3,4,,terraced duplex,Ikoyi,Lagos,350000000
5,,,,detached duplex,Lekki,Lagos,190000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,,semi-detached duplex,Ikoyi,Lagos,465000000
4,4,5,,semi-detached duplex,Ikoyi,Lagos,560000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,70000000
4,4,5,,semi-detached duplex,Ajah,Lagos,47000000
5,5,6,4,detached duplex,Lekki,Lagos,180000000
4,4,4,600,house,Lekki,Lagos,75000000
4,5,4,600,house,Lekki,Lagos,85000000
4,4,5,6,semi-detached duplex,Victoria Island (VI),Lagos,335000000
5,5,6,5,detached duplex,Lugbe District,Abuja,60000000
5,5,6,6,detached duplex,Ikoyi,Lagos,750000000
4,5,5,3,semi-detached duplex,Life Camp,Abuja,119900000
5,6,6,7,detached duplex,Life Camp,Abuja,169900000
3,3,4,3,terraced bungalow,Mowe Town,Ogun,15000000
4,5,5,3,terraced duplex,Guzape District,Abuja,100000000
3,4,4,2,terraced duplex,Asaba,Delta,40000000
5,4,4,4,house,Ifako-Ijaiye,Lagos,60000000
4,4,5,6,detached duplex,Ibadan,Oyo,35000000
5,5,6,6,detached duplex,Lekki,Lagos,500000000
5,,6,,detached duplex,Enugu,Enugu,85000000
4,4,5,5,detached duplex,Ajah,Lagos,50000000
5,5,6,8,detached duplex,Lekki,Lagos,500000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,90000000
3,4,4,,block of flats,Ikoyi,Lagos,250000000
4,4,5,2,detached duplex,Lekki,Lagos,110000000
3,,,,block of flats,Isolo,Lagos,65000000
5,5,6,,semi-detached duplex,Ikoyi,Lagos,900000000
4,4,5,,semi-detached duplex,Lekki,Lagos,95000000
